Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN,Annualised_Tracking_Difference
VDCA.L,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,"0,09%",Capitalisation,Échantillonnage,IE00BGYWSV06,-0.1433
VMID.L,Vanguard FTSE 250 UCITS ETF Distributing,"0,10%",Distribution,Réplication complète,IE00BKX55Q28,-0.2284
VNRA.L,Vanguard FTSE North America UCITS ETF (USD) Accumulating,"0,10%",Capitalisation,Réplication complète,IE00BK5BQW10,0.3364
VGDFF,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,"0,05%",Capitalisation,Réplication complète,IE00BLRPPV00,-0.0586
VAGS.L,Vanguard Global Aggregate Bond UCITS ETF GBP Hedged Accumulating,"0,08%",Capitalisation,Échantillonnage,IE00BG47K971,-0.0976
VWCG.DE,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,"0,10%",Capitalisation,Réplication complète,IE00BK5BQX27,0.4249
VAGF.MI,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Accumulating,"0,08%",Capitalisation,Échantillonnage,IE00BG47KH54,-0.0948
VETY.L,Vanguard EUR Eurozone Government Bond UCITS ETF Distributing,"0,07%",Distribution,Échantillonnage,IE00BZ163H91,-0.0466
VDTA.L,Vanguard USD Treasury Bond UCITS ETF Accumulating,"0,05%",Capitalisation,Échantillonnage,IE00BGYWFS63,-0.0643
VAPX.L,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing,"0,15%",Distribution,Réplication complète,IE00B9F5YL18,-0.1913
VHYA.L,Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,"0,29%",Capitalisation,Échantillonnage optimisé,IE00BK5BR626,0.1069
VJPA.DE,Vanguard FTSE Japan UCITS ETF Accumulating,"0,15%",Capitalisation,Réplication complète,IE00BFMXYX26,-0.1511
VFEA.DE,Vanguard FTSE Emerging Markets UCITS ETF Acc,"0,22%",Capitalisation,Réplication complète,IE00BK5BR733,-0.5565
VERE.DE,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating,"0,10%",Capitalisation,Réplication complète,IE00BK5BQY34,0.598
IE00BFMXVQ44.SG,Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,"0,10%",Capitalisation,Réplication complète,IE00BFMXVQ44,-0.1222
VDEA.L,Vanguard USD Emerging Markets Government Bond UCITS ETF Accumulating,"0,23%",Capitalisation,Échantillonnage,IE00BGYWCB81,-0.1774
IE00BGYWFL94.SG,Vanguard USD Corporate Bond UCITS ETF EUR Hedged Accumulating,"0,12%",Capitalisation,Échantillonnage,IE00BGYWFL94,-0.024
IE00BNG8L278.SG,Vanguard ESG Global All Cap UCITS ETF (USD) Accumulating,"0,24%",Capitalisation,Échantillonnage optimisé,IE00BNG8L278,-0.0873
VUTY.MI,Vanguard USD Treasury Bond UCITS ETF Distributing,"0,05%",Distribution,Échantillonnage,IE00BZ163M45,-0.0733
VEMT.L,Vanguard USD Emerging Markets Government Bond UCITS ETF Distributing,"0,23%",Distribution,Échantillonnage,IE00BZ163L38,-0.1801
VUCP.DE,Vanguard USD Corporate Bond UCITS ETF Distributing,"0,07%",Distribution,Échantillonnage,IE00BZ163K21,-0.0093
VAGUL.XC,Vanguard Global Aggregate Bond UCITS ETF USD Hedged Accumulating,"0,08%",Capitalisation,Échantillonnage,IE00BG47KJ78,-0.0814
IE00BNG8L385.SG,Vanguard ESG Global All Cap UCITS ETF (USD) Distributing,"0,24%",Distribution,Échantillonnage optimisé,IE00BNG8L385,-0.0871
VDTE.DE,Vanguard USD Treasury Bond UCITS ETF EUR Hedged Accumulating,"0,10%",Capitalisation,Échantillonnage,IE00BMX0B631,-0.0578
VGEK.DE,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF (USD) Accumulating,"0,15%",Capitalisation,Réplication complète,IE00BK5BQZ41,-0.0783
VGOV.L,Vanguard U.K. Gilt UCITS ETF (GBP) Distributing,"0,05%",Distribution,Échantillonnage,IE00B42WWV65,-0.0779
IE00BNDS1P30.SG,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Accumulating,"0,15%",Capitalisation,Réplication complète,IE00BNDS1P30,-0.1345
VDUC.L,Vanguard USD Corporate 1-3 Bond UCITS ETF Distributing,"0,09%",Distribution,Échantillonnage,IE00BDD48R20,-0.1503
IE000O58J820.SG,Vanguard ESG North America All Cap UCITS ETF (USD) Accumulating,"0,12%",Capitalisation,Échantillonnage optimisé,IE000O58J820,0.1474
V3GE.DE,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Distributing,"0,15%",Distribution,Réplication complète,IE00BNDS1Q47,-0.1289
IE00BG143G97.SG,Vanguard Germany All Cap UCITS ETF Distributing,"0,10%",Distribution,Réplication complète,IE00BG143G97,0.4334
V3GS.L,Vanguard ESG Global Corporate Bond UCITS ETF GBP Hedged Accumulating,"0,15%",Capitalisation,Échantillonnage,IE00BNDS1T77,-0.1715
VGVA.L,Vanguard UK Gilt UCITS ETF Accumulating,"0,05%",Capitalisation,Échantillonnage,IE00BH04GW44,-0.0407
IE000QUOSE01.SG,Vanguard ESG Developed Europe All Cap UCITS ETF (EUR) Accumulating,"0,12%",Capitalisation,Réplication complète,IE000QUOSE01,0.3558
VAGP.L,Vanguard Global Aggregate Bond UCITS ETF GBP Hedged Distributing,"0,08%",Distribution,Échantillonnage,IE00BG47KG48,-0.0825
VGPA.L,Vanguard USD Corporate Bond UCITS ETF GBP Hedged Accumulating,"0,12%",Capitalisation,Échantillonnage,IE00BGYWFN19,-0.1142
VAGE.DE,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Distributing,"0,08%",Distribution,Échantillonnage,IE00BG47KB92,-0.0791
VGUE.DE,Vanguard U.K. Gilt UCITS ETF EUR Hedged Accumulating,"0,10%",Capitalisation,Échantillonnage,IE00BMX0B524,-0.0203
VCDE.DE,Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) Hedged Accumulating,"0,14%",Capitalisation,Échantillonnage,IE00BGYWSW13,-0.1454
V3PA.SW,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF (USD) Accumulating,"0,17%",Capitalisation,Réplication complète,IE000GOJO2A3,-0.1789
VJPE.MI,Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,"0,20%",Capitalisation,Réplication complète,IE00BFMXYY33,-0.9077
V3GP.L,Vanguard ESG Global Corporate Bond UCITS ETF GBP Hedged Distributing,"0,15%",Distribution,Échantillonnage,IE00BNDS1V99,-0.1515
VSCF.MI,Vanguard EUR Corporate 1-3 Years Bond UCITS ETF EUR Accumulating,"0,09%",Capitalisation,Échantillonnage,IE00BH04FZ00,-0.2953
VGGF.MI,Vanguard Global Government Bond UCITS ETF EUR Hedged Accumulating,"0,10%",Capitalisation,Échantillonnage,IE000B1A2798,-0.1265
V3MA.SW,Vanguard ESG Emerging Markets All Cap UCITS ETF (USD) Accumulating,"0,24%",Capitalisation,Réplication complète,IE000KPJJWM6,-0.706
V3GU.L,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Accumulating,"0,15%",Capitalisation,Échantillonnage,IE00BNDS1W07,-0.1402
VGGS.L,Vanguard Global Government Bond UCITS ETF GBP Hedged Accumulating,"0,10%",Capitalisation,Échantillonnage,IE000AI6QNJ5,-0.1301
IE000NRGX9M3.SG,Vanguard ESG Developed Europe All Cap UCITS ETF (EUR) Distributing,"0,12%",Distribution,Réplication complète,IE000NRGX9M3,0.3557
V3SD.MI,Vanguard ESG USD Corporate Bond UCITS ETF (USD) Accumulating,"0,11%",Capitalisation,Échantillonnage,IE000JQV8511,-0.0345
IE00BDD48S37.SG,Vanguard EUR Corporate 1-3 Years Bond UCITS ETF EUR Distributing,"0,09%",Distribution,Échantillonnage,IE00BDD48S37,-0.2929
V3NL.MI,Vanguard ESG North America All Cap UCITS ETF (USD) Distributing,"0,12%",Distribution,Échantillonnage optimisé,IE000L2ZNB07,0.147
VEGF.DE,Vanguard EUR Eurozone Government 1-3 Year Bond UCITS ETF (EUR) Accumulating,"0,07%",Capitalisation,Échantillonnage,IE00004S2680,-0.0242
V3PL.MI,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF (USD) Distributing,"0,17%",Distribution,Réplication complète,IE0008T6IUX0,-0.1791
VGCA.L,Vanguard USD Corporate 1-3 Year Bond UCITS ETF (GBP) Hedged Distributing,"0,14%",Distribution,Échantillonnage,IE00BGYWSZ44,-0.0987
VSGE.MI,Vanguard EUR Eurozone Government 1-3 Year Bond UCITS ETF (EUR) Distributing,"0,07%",Distribution,Échantillonnage,IE000HARFTG3,-0.0218
VJPU.L,Vanguard FTSE Japan UCITS ETF USD Hedged Acc,"0,20%",Capitalisation,Réplication complète,IE00BFMXZJ56,-0.4403
IE0001VXZTV7.SG,Vanguard ESG Emerging Markets All Cap UCITS ETF (USD) Distributing,"0,24%",Distribution,Réplication complète,IE0001VXZTV7,-0.7056
IE000F37PGZ3.SG,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Distributing,"0,09%",Distribution,Échantillonnage,IE000F37PGZ3,-0.1306
V3SU.AS,Vanguard ESG USD Corporate Bond UCITS ETF (USD) Distributing,"0,11%",Distribution,Échantillonnage,IE000RO1O3N4,-0.0337
VGGE.DE,Vanguard Global Government Bond UCITS ETF EUR Hedged Distributing,"0,10%",Distribution,Échantillonnage,IE0003HUCA83,-0.1124
VGGP.L,Vanguard Global Government Bond UCITS ETF GBP Hedged Distributing,"0,10%",Distribution,Échantillonnage,IE000A2E14U6,-0.2278
IE000EKJRSZ3.SG,Vanguard ESG USD Corporate Bond UCITS ETF EUR Hedged Accumulating,"0,16%",Capitalisation,Échantillonnage,IE000EKJRSZ3,-0.0776
VGGU.L,Vanguard Global Government Bond UCITS ETF USD Hedged Accumulating,"0,10%",Capitalisation,Échantillonnage,IE0006YIB0U2,-0.1747
V3SP.L,Vanguard ESG USD Corporate Bond UCITS ETF GBP Hedged Accumulating,"0,16%",Capitalisation,Échantillonnage,IE0000MOWF88,-0.0817
V3GD.L,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Distributing,"0,15%",Distribution,Échantillonnage,IE00BNDS1X14,-0.1415
V3RP.L,Vanguard ESG EUR Corporate Bond UCITS ETF GBP Hedged Accumulating,"0,14%",Capitalisation,Échantillonnage,IE000UQLOH05,-0.2203
VDTS.L,Vanguard USD Treasury Bond UCITS ETF GBP Hedged Distributing,"0,10%",Distribution,Échantillonnage,IE000S0PSP47,-0.129
XDWD.L,Xtrackers MSCI World UCITS ETF 1C,"0,12%",Capitalisation,Échantillonnage optimisé,IE00BJ0KDQ92,0.03
XD9U.L,Xtrackers MSCI USA UCITS ETF 1C,"0,07%",Capitalisation,Réplication complète,IE00BJ0KDR00,0.21
XDEW.L,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BLNMYC90,0.05
XZMU.DE,Xtrackers MSCI USA ESG UCITS ETF 1C,"0,15%",Capitalisation,Réplication complète,IE00BFMNPS42,0.08
XMME.L,Xtrackers MSCI Emerging Markets UCITS ETF 1C,"0,18%",Capitalisation,Échantillonnage optimisé,IE00BTJRMP35,-0.18
DBXD.DE,Xtrackers DAX UCITS ETF 1C,"0,09%",Capitalisation,Réplication complète,LU0274211480,-0.37
XMEU.L,Xtrackers MSCI Europe UCITS ETF 1C,"0,12%",Capitalisation,Réplication complète,LU0274209237,0.1
XZW0.DE,Xtrackers MSCI World ESG UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BZ02LR44,0.02
XSXG.L,Xtrackers S&P 500 Swap UCITS ETF 1D,"0,07%",Distribution,Basée sur swap non financé,LU2009147757,0.43
XAIX.DE,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,IE00BGV5VN51,-0.4
XDWT.L,Xtrackers MSCI World Information Technology UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HT60,-0.14
DBXW.DE,Xtrackers MSCI World Swap UCITS ETF 1C,"0,45%",Capitalisation,Basée sur swap non financé,LU0274208692,-0.09
D5BG.DE,Xtrackers II EUR Corporate Bond UCITS ETF 1C,"0,09%",Capitalisation,Échantillonnage optimisé,LU0478205379,-0.13
XMAW.DE,Xtrackers MSCI AC World Screened UCITS ETF 1C,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BGHQ0G80,-0.04
XDWL.DE,Xtrackers MSCI World UCITS ETF 1D,"0,12%",Distribution,Échantillonnage optimisé,IE00BK1PV551,0.09
XMUS.L,Xtrackers MSCI USA Swap UCITS ETF 1C,"0,15%",Capitalisation,Basée sur swap non financé,LU0274210672,0.21
XSPU.L,Xtrackers S&P 500 Swap UCITS ETF 1C,"0,15%",Capitalisation,Basée sur swap non financé,LU0490618542,0.35
EXUS.DE,Xtrackers MSCI World ex USA UCITS ETF 1C,"0,15%",Capitalisation,Réplication complète,IE0006WW1TQ4,0.16
DBXJ.DE,Xtrackers MSCI Japan UCITS ETF 1C,"0,12%",Capitalisation,Réplication complète,LU0274209740,-0.38
LU2263803533.SG,Xtrackers MSCI World Swap UCITS ETF 1D,"0,19%",Distribution,Basée sur swap non financé,LU2263803533,0.18
XUSW.L,Xtrackers MSCI USA Swap UCITS ETF 1D,"0,07%",Distribution,Basée sur swap non financé,LU2581375073,0.38
XZMJ.DE,Xtrackers MSCI Japan ESG UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BG36TC12,-0.22
XDWH.L,Xtrackers MSCI World Health Care UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HK77,-0.88
XDEV.DE,Xtrackers MSCI World Value UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE00BL25JM42,0.11
DBXP.DE,Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0290356871,-0.11
XB4F.DE,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,"0,16%",Distribution,Échantillonnage optimisé,LU0484968812,-0.19
XDEQ.DE,Xtrackers MSCI World Quality UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE00BL25JL35,-0.06
XD5E.L,Xtrackers MSCI EMU UCITS ETF 1D,"0,12%",Distribution,Réplication complète,LU0846194776,0.4
XZE5.L,Xtrackers II EUR Corporate Bond Short Duration SRI PAB UCITS ETF 1C 1C,"0,16%",Capitalisation,Échantillonnage optimisé,LU2178481649,-0.25
XDEM.DE,Xtrackers MSCI World Momentum UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BL25JP72,-0.12
IE00BMFKG444.SG,Xtrackers Nasdaq 100 UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BMFKG444,-0.09
XZEU.DE,Xtrackers MSCI Europe ESG UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BFMNHK08,0.11
XDJP.DE,Xtrackers Nikkei 225 UCITS ETF 1D,"0,09%",Distribution,Réplication complète,LU0839027447,-0.01
XHYA.DE,Xtrackers EUR High Yield Corporate Bond UCITS ETF 1C,"0,20%",Capitalisation,Échantillonnage,LU1109943388,-0.18
XUFN.L,Xtrackers MSCI USA Financials UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BCHWNT26,0.22
XCHA.L,Xtrackers CSI 300 Swap UCITS ETF 1C,"0,50%",Capitalisation,Basée sur swap non financé,LU0779800910,2.78
IE00BG370F43.SG,Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BG370F43,-0.37
LG9.SI,Xtrackers MSCI China UCITS ETF 1C,"0,65%",Capitalisation,Réplication complète,LU0514695690,-0.67
XUTC.L,Xtrackers MSCI USA Information Technology UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BGQYRS42,0.1
XUTD.L,Xtrackers II US Treasuries UCITS ETF 1D,"0,06%",Distribution,Échantillonnage,LU0429459356,-0.1
0E5H.IL,Xtrackers II US Treasuries UCITS ETF 2D - EUR Hedged,"0,10%",Distribution,Échantillonnage,LU1399300455,-2.08
XY4P.DE,Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0524480265,-0.15
IE0004MFRED4.SG,Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 1C,"0,17%",Capitalisation,Réplication complète,IE0004MFRED4,0.14
XHYG.DE,Xtrackers EUR High Yield Corporate Bond UCITS ETF 1D,"0,20%",Distribution,Échantillonnage,LU1109942653,-0.22
X03G.DE,Xtrackers II Germany Government Bond UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0643975161,-0.13
XDWF.L,Xtrackers MSCI World Financials UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HL84,-0.96
IE0002EI5AG0.SG,Xtrackers S&P 500 Equal Weight UCITS ETF 2C EUR Hedged,"0,30%",Capitalisation,Réplication complète,IE0002EI5AG0,-2.66
XCAD.L,Xtrackers MSCI Canada Screened UCITS ETF 1C 1C,"0,35%",Capitalisation,Réplication complète,LU0476289540,-0.22
XDER.L,Xtrackers FTSE EPRA/NAREIT Developed Europe Real Estate UCITS ETF 1C,"0,33%",Capitalisation,Réplication complète,LU0489337690,0.03
XDN0.L,Xtrackers MSCI Nordic UCITS ETF 1D,"0,30%",Distribution,Réplication complète,IE00B9MRHC27,0.57
XSX7.DE,Xtrackers Stoxx Europe 600 UCITS ETF 1D,"0,07%",Distribution,Réplication complète,LU2581375156,0.34
XDGU.DE,Xtrackers USD Corporate Bonds UCITS ETF 1D,"0,12%",Distribution,Échantillonnage,IE00BZ036H21,-0.13
XDW0.L,Xtrackers MSCI World Energy UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HM91,0.7
IE00BNC1G707.SG,Xtrackers MSCI USA Communication Services UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BNC1G707,0.07
XDWS.L,Xtrackers MSCI World Consumer Staples UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HN09,0.68
DBZB.DE,Xtrackers II Global Government Bond UCITS ETF 1C EUR Hedged,"0,25%",Capitalisation,Échantillonnage,LU0378818131,0.04
XGSD.L,Xtrackers STOXX Global Select Dividend 100 Swap UCITS ETF 1D,"0,50%",Distribution,Basée sur swap non financé,LU0292096186,0.0
XDEB.DE,Xtrackers MSCI World Minimum Volatility UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE00BL25JN58,0.07
XMEM.L,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C,"0,49%",Capitalisation,Basée sur swap non financé,LU0292107645,-0.63
XUEK.L,Xtrackers S&P Europe ex UK UCITS ETF,"0,09%",Distribution,Réplication complète,IE00BGV5VM45,0.44
LU2456436083.SG,Xtrackers MSCI China UCITS ETF 1D,"0,28%",Distribution,Réplication complète,LU2456436083,-0.25
XPXJ.MI,Xtrackers MSCI Pacific ex Japan Screened UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,LU0322252338,-0.23
XGSG.L,Xtrackers II Global Government Bond UCITS ETF 2D GBP Hedged,"0,15%",Distribution,Échantillonnage,LU0641006290,1.28
XMK9.DE,Xtrackers MSCI Japan UCITS ETF 4C - EUR Hedged,"0,40%",Capitalisation,Réplication complète,LU0659580079,1.44
XUHC.L,Xtrackers MSCI USA Health Care UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BCHWNW54,0.09
XSMC.SW,Xtrackers Swiss Large Cap UCITS ETF 1C,"0,30%",Capitalisation,Réplication complète,LU0943504760,-0.24
XZWE.MI,Xtrackers MSCI World ESG UCITS ETF 2C EUR Hedged,"0,25%",Capitalisation,Réplication complète,IE00BMY76136,-1.22
XDPE.DE,Xtrackers S&P 500 UCITS ETF 1C - EUR Hedged,"0,20%",Capitalisation,Réplication complète,IE00BM67HW99,-2.88
XASX.L,Xtrackers MSCI UK ESG UCITS ETF 1D,"0,18%",Distribution,Réplication complète,LU0292097747,-0.37
XCS5.L,Xtrackers MSCI India Swap UCITS ETF 1C 1C,"0,19%",Capitalisation,Basée sur swap non financé,LU0514695187,-1.39
XWTS.DE,Xtrackers MSCI World Communication Services UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HR47,-0.05
XDPG.L,Xtrackers S&P 500 UCITS ETF 2C - GBP Hedged,"0,09%",Capitalisation,Réplication complète,IE00BM67HX07,-1.26
XD9E.DE,Xtrackers MSCI USA UCITS ETF 2C EUR Hedged,"0,12%",Capitalisation,Réplication complète,IE00BG04M077,-2.48
XUHY.SW,Xtrackers USD High Yield Corporate Bond UCITS ETF 1D,"0,20%",Distribution,Échantillonnage,IE00BDR5HM97,-0.26
XDWI.L,Xtrackers MSCI World Industrials UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HV82,0.61
IE000IDLWOL4.SG,Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 2C - EUR Hedged,"0,22%",Capitalisation,Réplication complète,IE000IDLWOL4,-2.27
XDWG.L,Xtrackers MSCI World UCITS ETF 2D - GBP Hedged,"0,17%",Distribution,Échantillonnage optimisé,IE00BZ1BS790,-0.44
XMEX.L,Xtrackers MSCI Mexico UCITS ETF 1C,"0,65%",Capitalisation,Réplication complète,LU0476289466,-0.63
XLPE.L,Xtrackers LPX MM Private Equity Swap UCITS ETF 1C,"0,70%",Capitalisation,Basée sur swap non financé,LU0322250712,-0.7
XDDX.DE,Xtrackers DAX ESG Screened UCITS ETF 1D,"0,09%",Distribution,Réplication complète,LU0838782315,0.32
XD3E.L,Xtrackers Euro Stoxx Quality Dividend UCITS ETF 1D 1D,"0,30%",Distribution,Réplication complète,LU0292095535,0.55
XDWU.DE,Xtrackers MSCI World Utilities UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HQ30,0.5
XJSE.DE,Xtrackers II Japan Government Bond UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0952581584,-0.15
XUCD.L,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BGQYRR35,0.16
DBXQ.DE,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0290356954,-0.1
LU2641054551.SG,Xtrackers II Germany Government Bond 0-1 UCITS ETF 1C,"0,07%",Capitalisation,Échantillonnage optimisé,LU2641054551,0.18
DXS0.DE,Xtrackers SLI UCITS ETF 1D,"0,25%",Distribution,Réplication complète,LU0322248146,-1.14
XBAE.DE,Xtrackers II ESG Global Aggregate Bond UCITS ETF 5C EUR hedged,"0,10%",Capitalisation,Échantillonnage,LU0942970798,-2.2
IE000CXLGK86.SG,Xtrackers S&P 500 Equal Weight UCITS ETF 2D,"0,20%",Distribution,Réplication complète,IE000CXLGK86,0.12
XG7S.DE,Xtrackers Global Government Bond UCITS ETF 5C,"0,20%",Capitalisation,Échantillonnage,LU0908508731,-0.17
X03B.DE,Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1D,"0,15%",Distribution,Échantillonnage,LU0614173549,-0.11
XDEP.DE,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,"0,25%",Distribution,Échantillonnage optimisé,IE00BYPHT736,-0.15
LU0484968903.SG,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1C,"0,16%",Capitalisation,Échantillonnage optimisé,LU0484968903,-0.2
XD5S.L,Xtrackers MSCI EMU UCITS ETF 2C GBP hedged,"0,17%",Capitalisation,Réplication complète,LU1127516455,1.22
XDPU.MI,Xtrackers S&P 500 UCITS ETF 4C,"0,05%",Capitalisation,Réplication complète,IE000Z9SJA06,0.21
XDGE.DE,Xtrackers USD Corporate Bond UCITS ETF 2D EUR hedged,"0,21%",Distribution,Échantillonnage,IE00BZ036J45,-2.36
XAXJ.L,Xtrackers MSCI AC Asia ex Japan ESG Swap UCITS ETF 1C,"0,65%",Capitalisation,Basée sur swap non financé,LU0322252171,-0.7
XGSI.L,Xtrackers II Global Government Bond UCITS ETF 3C - USD Hedged,"0,15%",Capitalisation,Échantillonnage,LU0641006456,2.21
XT01.L,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C,"0,06%",Capitalisation,Échantillonnage,IE00BM97MR69,-0.06
DX2E.DE,Xtrackers S&P Global Infrastructure Swap UCITS ETF 1C,"0,60%",Capitalisation,Basée sur swap non financé,LU0322253229,-0.36
XFVT.L,Xtrackers FTSE Vietnam Swap UCITS ETF 1C,"0,85%",Capitalisation,Basée sur swap non financé,LU0322252924,-1.25
IE000ONQ3X90.SG,Xtrackers MSCI World UCITS ETF 2C - EUR Hedged,"0,17%",Capitalisation,Échantillonnage optimisé,IE000ONQ3X90,-2.61
XD5D.L,Xtrackers MSCI EMU UCITS ETF 1C - USD Hedged,"0,17%",Capitalisation,Réplication complète,LU1127514245,2.38
DBXF.DE,Xtrackers Eurozone Government Bond 15-30 UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0290357507,-0.12
XDWM.DE,Xtrackers MSCI World Materials UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HS53,-0.22
XESD.DE,Xtrackers Spanish Equity UCITS ETF 1D,"0,30%",Distribution,Réplication complète,LU0994505336,0.34
ASHR.L,Xtrackers Harvest CSI 300 UCITS ETF 1D,"0,65%",Distribution,Réplication complète,LU0875160326,-0.85
XD9C.SW,Xtrackers MSCI USA UCITS ETF 3C CHF Hedged,"0,12%",Capitalisation,Réplication complète,IE00BG04LZ52,-3.53
XD9D.DE,Xtrackers MSCI USA UCITS ETF 1D,"0,07%",Distribution,Réplication complète,IE00BK1PV445,0.18
IE000GWA2J58.SG,Xtrackers MSCI Emerging Markets UCITS ETF 1D,"0,18%",Distribution,Réplication complète,IE000GWA2J58,-0.11
XEOU.SW,Xtrackers MSCI Europe UCITS ETF 2C USD hedged,"0,30%",Capitalisation,Réplication complète,LU1184092051,1.96
XSDR.L,Xtrackers MSCI Europe Health Care Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292103222,-0.07
XBCU.L,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C,"0,29%",Capitalisation,Basée sur swap non financé,LU0460391732,-0.15
XHY1.DE,Xtrackers II Rolling Target Maturity Sept 2027 EUR High Yield UCITS ETF 1D,"0,30%",Distribution,Échantillonnage,LU1109939865,-0.5
LU2673523309.SG,Xtrackers II Target Maturity Sept 2029 EUR Corporate Bond UCITS ETF 1D,"0,12%",Distribution,Échantillonnage optimisé,LU2673523309,-0.13
XEZB.DE,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF 1D 1D,"0,12%",Distribution,Échantillonnage,LU2504537445,-0.11
LU2196472984.SG,Xtrackers S&P 500 Swap UCITS ETF 5C EUR Hedged,"0,20%",Capitalisation,Basée sur swap non financé,LU2196472984,-2.34
LU2296661775.SG,Xtrackers MSCI EM Asia Screened Swap UCITS ETF 1D,"0,35%",Distribution,Basée sur swap non financé,LU2296661775,-0.33
XDWC.L,Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HP23,-0.08
LU2196470426.SG,Xtrackers Nikkei 225 UCITS ETF 1C,"0,09%",Capitalisation,Réplication complète,LU2196470426,0.05
XEWG.L,Xtrackers S&P 500 Equal Weight UCITS ETF 1D - GBP Hedged,"0,30%",Distribution,Réplication complète,IE000N5GJDD7,-1.34
